"id","semantic_key","check_type","subject_ids_json","result","witness_json","toolchain_json","recorded_at","status","metric_schema","metric_errors","metric_unique_ids","metric_resolving_xrefs","metric_pages","metric_fatal_errors","metric_undefined_references","metric_rerun_markers","record_json"
"urn:uuid:25628848-92b0-5e13-abd5-94c2b70b16e8","lebl.ra.qa.live-manifest.ra.v6.3.logical.u001683","topology","[""urn:uuid:49c65574-ab52-575e-9b7a-ada4e6f25976""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001683"",""sha256"":""sha256:0b70e92d244db6e8ae8e0bcdc2ab48b9fb50afcdbf0071befb52c7514ec6fa12""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25628848-92b0-5e13-abd5-94c2b70b16e8"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u001683"",""status"":""active"",""subject_ids"":[""urn:uuid:49c65574-ab52-575e-9b7a-ada4e6f25976""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001683"",""sha256"":""sha256:0b70e92d244db6e8ae8e0bcdc2ab48b9fb50afcdbf0071befb52c7514ec6fa12""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:259b6f3a-b6e1-5b98-a9df-0a1765a3419f","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000756","topology","[""urn:uuid:7a5e0c5c-8d0a-5534-862b-b23b6858fcc3""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000756"",""sha256"":""sha256:6310eb873f85ad95161729969ee8dd4f955bb9bf17d8d296b860e0e6a883b0fb""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:259b6f3a-b6e1-5b98-a9df-0a1765a3419f"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000756"",""status"":""active"",""subject_ids"":[""urn:uuid:7a5e0c5c-8d0a-5534-862b-b23b6858fcc3""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000756"",""sha256"":""sha256:6310eb873f85ad95161729969ee8dd4f955bb9bf17d8d296b860e0e6a883b0fb""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:25b00a55-7f1a-5418-919d-356846620b85","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000404","topology","[""urn:uuid:0ff82507-ebaa-5f94-bf6e-801cef45a3fe""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000404"",""sha256"":""sha256:41b422bdf7ef4500ecccbe776c47ec938f54a941bcd1515e4a0c08a48a486b8c""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25b00a55-7f1a-5418-919d-356846620b85"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000404"",""status"":""active"",""subject_ids"":[""urn:uuid:0ff82507-ebaa-5f94-bf6e-801cef45a3fe""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000404"",""sha256"":""sha256:41b422bdf7ef4500ecccbe776c47ec938f54a941bcd1515e4a0c08a48a486b8c""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:25d50d00-7084-552b-8d9f-d732d083e951","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000114","topology","[""urn:uuid:5c4d9dcf-4120-5ac7-bfdc-3646ed8a80f9""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000114"",""sha256"":""sha256:9ebaeec20bff51053362045a2f646300e2c8716999d61317cbef572cdfc9416b""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25d50d00-7084-552b-8d9f-d732d083e951"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000114"",""status"":""active"",""subject_ids"":[""urn:uuid:5c4d9dcf-4120-5ac7-bfdc-3646ed8a80f9""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000114"",""sha256"":""sha256:9ebaeec20bff51053362045a2f646300e2c8716999d61317cbef572cdfc9416b""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:25d8f9ad-ab4f-50de-92a4-9f2a574884ef","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000328","topology","[""urn:uuid:43c25f9e-a85f-54cc-b33e-9407316a4e8e""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000328"",""sha256"":""sha256:10255381c68610ba950324195c29fde69c7508648693ff5660e4716618e9451b""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25d8f9ad-ab4f-50de-92a4-9f2a574884ef"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000328"",""status"":""active"",""subject_ids"":[""urn:uuid:43c25f9e-a85f-54cc-b33e-9407316a4e8e""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000328"",""sha256"":""sha256:10255381c68610ba950324195c29fde69c7508648693ff5660e4716618e9451b""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:25dc6d85-d8f1-5c2b-a2fa-5a350000ef76","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000391","topology","[""urn:uuid:9d889780-c88b-5918-961f-fdcb069e901b""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000391"",""sha256"":""sha256:5c32a1b26b10f3c3e8bb9a8cc7c5e0245944f56c45a91c29c97ad8dabb5e0943""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25dc6d85-d8f1-5c2b-a2fa-5a350000ef76"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000391"",""status"":""active"",""subject_ids"":[""urn:uuid:9d889780-c88b-5918-961f-fdcb069e901b""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000391"",""sha256"":""sha256:5c32a1b26b10f3c3e8bb9a8cc7c5e0245944f56c45a91c29c97ad8dabb5e0943""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:25e51f42-1bde-5f0a-b6f1-ac106f70a11d","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000674","topology","[""urn:uuid:8f0a76f0-83b2-57f1-91b4-956b7a41b8ba""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000674"",""sha256"":""sha256:0363023ccc9ec62743e8c88d75b974f1c1bc4382912ddc4bf89f9fff2487c4f4""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25e51f42-1bde-5f0a-b6f1-ac106f70a11d"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000674"",""status"":""active"",""subject_ids"":[""urn:uuid:8f0a76f0-83b2-57f1-91b4-956b7a41b8ba""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000674"",""sha256"":""sha256:0363023ccc9ec62743e8c88d75b974f1c1bc4382912ddc4bf89f9fff2487c4f4""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:25e52923-2f09-5551-ab11-888843c6245d","lebl.ra.qa.live-manifest.ra.v6.3.logical.u001642","topology","[""urn:uuid:e3c6c6f8-af1f-57b0-b434-e3fac2d1ee75""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001642"",""sha256"":""sha256:53a9679d11a149696890a6a5dfca43bf6575ce94e4a0777e3fe286e9c73c393d""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25e52923-2f09-5551-ab11-888843c6245d"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u001642"",""status"":""active"",""subject_ids"":[""urn:uuid:e3c6c6f8-af1f-57b0-b434-e3fac2d1ee75""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001642"",""sha256"":""sha256:53a9679d11a149696890a6a5dfca43bf6575ce94e4a0777e3fe286e9c73c393d""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:25ea3354-ce05-5851-a18f-6c77eb2b9ed5","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000581","topology","[""urn:uuid:6295d3d4-fdd8-5aa7-854e-bb435b9d042c""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000581"",""sha256"":""sha256:f5bed19ef55e2dfe3cf8f997035fe5a59b6759fb20b08a7ff79e991804d7d03e""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25ea3354-ce05-5851-a18f-6c77eb2b9ed5"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000581"",""status"":""active"",""subject_ids"":[""urn:uuid:6295d3d4-fdd8-5aa7-854e-bb435b9d042c""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000581"",""sha256"":""sha256:f5bed19ef55e2dfe3cf8f997035fe5a59b6759fb20b08a7ff79e991804d7d03e""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:25ebdc35-06df-57ae-bb83-e414331b19f9","lebl.ra.qa.live-manifest.ra.v6.3.logical.u001377","topology","[""urn:uuid:0ccd3158-37be-5e1f-b425-d2cfdc288b03""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001377"",""sha256"":""sha256:26d81b35b49aa40654c20d341f53e06bf76890b124c5c780934b676dfc70ec66""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:25ebdc35-06df-57ae-bb83-e414331b19f9"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u001377"",""status"":""active"",""subject_ids"":[""urn:uuid:0ccd3158-37be-5e1f-b425-d2cfdc288b03""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001377"",""sha256"":""sha256:26d81b35b49aa40654c20d341f53e06bf76890b124c5c780934b676dfc70ec66""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:2611c3ba-e6a9-5957-9e95-60f50b70b106","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000827","topology","[""urn:uuid:0fb87067-ca10-5e26-b3b1-7cf744ecbe2a""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000827"",""sha256"":""sha256:7ac6c46df6967c6793ef96da09a4254b7087a4c9dd8dcf5659dec83d7c67f899""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:2611c3ba-e6a9-5957-9e95-60f50b70b106"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000827"",""status"":""active"",""subject_ids"":[""urn:uuid:0fb87067-ca10-5e26-b3b1-7cf744ecbe2a""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000827"",""sha256"":""sha256:7ac6c46df6967c6793ef96da09a4254b7087a4c9dd8dcf5659dec83d7c67f899""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:2615f6d0-313c-5104-a2c5-e66c86cf83dc","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000080","topology","[""urn:uuid:9d7af5dc-170a-5cd3-86aa-3f3467bff56b""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000080"",""sha256"":""sha256:b25c598e958f8c0b814cf029abdb28e5c565da49f3451129357f72431e0606ee""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:2615f6d0-313c-5104-a2c5-e66c86cf83dc"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000080"",""status"":""active"",""subject_ids"":[""urn:uuid:9d7af5dc-170a-5cd3-86aa-3f3467bff56b""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000080"",""sha256"":""sha256:b25c598e958f8c0b814cf029abdb28e5c565da49f3451129357f72431e0606ee""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:26269495-34a1-540e-bfe2-d429fe401e75","lebl.ra.qa.live-manifest.ra.v2.multivariable-integrals.exercises","topology","[""urn:uuid:b0536cfe-1403-5d50-afa1-fa62843df8b2""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v2.multivariable-integrals.exercises"",""sha256"":""sha256:86ab0f437710bb76a1763646e8f65277c374b2db197ece4566b45be56f2a5e04""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:26269495-34a1-540e-bfe2-d429fe401e75"",""note"":""bounded structural and normalized-formula replay, three independent mathematical/bilingual/edge-case audits, ADV-0178 and ADV-0179, converter zero-error XML gate, clean 229-page TeX integration pass, and visual inspection of physical pages 111-113; receipt qa/builds/ra-id-volume2-multivar-exercises-20260822/BUILD_RECEIPT.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v2.multivariable-integrals.exercises"",""status"":""active"",""subject_ids"":[""urn:uuid:b0536cfe-1403-5d50-afa1-fa62843df8b2""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v2.multivariable-integrals.exercises"",""sha256"":""sha256:86ab0f437710bb76a1763646e8f65277c374b2db197ece4566b45be56f2a5e04""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:262a3399-09a6-5e9a-9f26-2b1d7f7cba36","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001119","topology","[""urn:uuid:77f0f757-5695-53df-afdd-abb075eda73f""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001119"",""sha256"":""sha256:efd206c00a8b39459144d10fade01853fb24ce999a2b6fecc32aa2e55ea68446""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:262a3399-09a6-5e9a-9f26-2b1d7f7cba36"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001119"",""status"":""active"",""subject_ids"":[""urn:uuid:77f0f757-5695-53df-afdd-abb075eda73f""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001119"",""sha256"":""sha256:efd206c00a8b39459144d10fade01853fb24ce999a2b6fecc32aa2e55ea68446""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:262c3306-6125-5f42-a30a-2c23336e47fb","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001009","topology","[""urn:uuid:e6b88e94-1ab6-5808-858b-4afeb977ac49""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001009"",""sha256"":""sha256:9142665aa4db60b0b5b16a9e4d774fabe931f2df27742316e4373e359833ca4a""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:262c3306-6125-5f42-a30a-2c23336e47fb"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001009"",""status"":""active"",""subject_ids"":[""urn:uuid:e6b88e94-1ab6-5808-858b-4afeb977ac49""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001009"",""sha256"":""sha256:9142665aa4db60b0b5b16a9e4d774fabe931f2df27742316e4373e359833ca4a""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:2633d0f0-fbd9-5d66-90d7-3f2231c5e813","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.nonlinear-systems.chaos.opening","topology","[""urn:uuid:986cd126-f292-5387-b93a-906a54473596""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.nonlinear-systems.chaos.opening"",""sha256"":""sha256:fdb27ef58b5c4500e3ed1e8b79437857ffa91a3920e7e1218a98884466acce0c""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:2633d0f0-fbd9-5d66-90d7-3f2231c5e813"",""note"":""owner three-way receipt qa/R007_NONLINEAR_SYSTEMS_HP001_OWNER_THREE_WAY_QA_20260825.md SHA-256 e8d7fcf7fdf0622d15a691bdd838f5a1e4e1a47f2e82a3f823e264da99732e04 and structural replay qa/R007_NONLINEAR_SYSTEMS_HP001_THREE_WAY_STRUCTURAL_REPLAY_20260825.json SHA-256 ef591a58af6da957435d7ea2204a6596a9725af1522a06eaf1ce822bf1e33d4d; current owner target preserves 1591 commands, 444 environment boundaries, 26 figure calls, 735 inline and 70 display-math payloads, 31 labels, and balanced 1235/1235 braces; deterministic 472-page build and affected-page visual QA PASS; exact provenance OpenAI Codex gpt-5.6-sol, Ultra retained"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.nonlinear-systems.chaos.opening"",""status"":""active"",""subject_ids"":[""urn:uuid:986cd126-f292-5387-b93a-906a54473596""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.nonlinear-systems.chaos.opening"",""sha256"":""sha256:fdb27ef58b5c4500e3ed1e8b79437857ffa91a3920e7e1218a98884466acce0c""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
